"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:51.491274"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:51.596179"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:51.702610"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:51.809854"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:51.920448"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:52.027076"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:52.132588"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:52.237575"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:52.344114"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:52.454710"
